filename,class_label,confidence,bbox
@lobelia4cosmetics_13978.jpg,bottle,0.2716655135154724,"[38.26451873779297, 297.7548522949219, 502.4421081542969, 1413.8565673828125]"
@lobelia4cosmetics_14232.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_14232.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_14540.jpg,orange,0.5362411141395569,"[344.34039306640625, 112.86304473876953, 384.46649169921875, 147.57437133789062]"
@lobelia4cosmetics_14540.jpg,orange,0.3508942127227783,"[206.48939514160156, 111.92366027832031, 259.6702575683594, 146.5347442626953]"
@lobelia4cosmetics_14540.jpg,apple,0.30767616629600525,"[159.52122497558594, 117.94882202148438, 206.6719970703125, 148.37281799316406]"
@lobelia4cosmetics_14540.jpg,apple,0.2706155478954315,"[304.47808837890625, 114.44276428222656, 349.1792297363281, 148.83132934570312]"
@lobelia4cosmetics_14226.jpg,vase,0.29241010546684265,"[168.96414184570312, 53.65872573852539, 333.2687072753906, 490.4126892089844]"
@lobelia4cosmetics_15138.jpg,sports ball,0.2573455274105072,"[378.6437072753906, 270.2564697265625, 423.36724853515625, 294.266357421875]"
@lobelia4cosmetics_13207.jpg,person,0.8925107717514038,"[432.249755859375, 421.728515625, 764.4229736328125, 903.556396484375]"
@lobelia4cosmetics_13575.jpg,bottle,0.4286297857761383,"[456.9053649902344, 198.55873107910156, 682.0927124023438, 743.703369140625]"
@lobelia4cosmetics_13575.jpg,bottle,0.3353300392627716,"[178.53965759277344, 239.64749145507812, 373.39361572265625, 718.3513793945312]"
@lobelia4cosmetics_13575.jpg,refrigerator,0.32869821786880493,"[31.581871032714844, 45.38933181762695, 380.21649169921875, 733.3927612304688]"
@lobelia4cosmetics_14296.jpg,bottle,0.7030293345451355,"[524.5721435546875, 368.974365234375, 623.4339599609375, 910.6394653320312]"
@lobelia4cosmetics_14296.jpg,bottle,0.5448232889175415,"[631.1854248046875, 313.7750549316406, 896.4930419921875, 959.7380981445312]"
@CheMed123_75.jpg,person,0.6871033310890198,"[620.9088134765625, 400.8599853515625, 1080.0, 1075.0274658203125]"
@CheMed123_49.jpg,frisbee,0.37916454672813416,"[153.35145568847656, 683.9588012695312, 228.93264770507812, 722.0114135742188]"
@CheMed123_49.jpg,kite,0.302913635969162,"[248.6718292236328, 447.49896240234375, 304.3342590332031, 488.55194091796875]"
@lobelia4cosmetics_14241.jpg,bottle,0.30535292625427246,"[239.39491271972656, 58.7220344543457, 585.2764282226562, 1166.3653564453125]"
@lobelia4cosmetics_14255.jpg,book,0.2608756721019745,"[0.0, 83.8978271484375, 686.7099609375, 700.5534057617188]"
@lobelia4cosmetics_14255.jpg,bottle,0.2599863111972809,"[360.3750915527344, 89.8822250366211, 636.241943359375, 654.5326538085938]"
@lobelia4cosmetics_14533.jpg,bowl,0.7577474117279053,"[209.42308044433594, 771.2479858398438, 643.9069213867188, 1041.5338134765625]"
@lobelia4cosmetics_14533.jpg,banana,0.3263435959815979,"[285.33917236328125, 1042.329833984375, 391.35614013671875, 1141.184326171875]"
@lobelia4cosmetics_13512.jpg,banana,0.32150697708129883,"[833.8380737304688, 428.3164978027344, 923.3379516601562, 526.94189453125]"
@lobelia4cosmetics_13512.jpg,donut,0.2686566114425659,"[504.53411865234375, 675.7697143554688, 586.3819580078125, 745.4719848632812]"
@lobelia4cosmetics_14269.jpg,bottle,0.38727235794067383,"[374.2535095214844, 34.75919723510742, 828.7389526367188, 1145.67919921875]"
@lobelia4cosmetics_13923.jpg,person,0.8925107717514038,"[432.249755859375, 421.728515625, 764.4229736328125, 903.556396484375]"
@lobelia4cosmetics_14094.jpg,clock,0.6533535122871399,"[297.0356140136719, 174.852294921875, 875.7168579101562, 759.95263671875]"
@lobelia4cosmetics_14094.jpg,donut,0.390348881483078,"[404.6310729980469, 923.9744262695312, 492.1007995605469, 1016.3158569335938]"
@lobelia4cosmetics_14094.jpg,donut,0.3128088712692261,"[616.0308227539062, 964.3838500976562, 712.6167602539062, 1078.1728515625]"
@lobelia4cosmetics_14094.jpg,fork,0.25861459970474243,"[755.2906494140625, 796.0801391601562, 999.2449340820312, 1011.5206909179688]"
@lobelia4cosmetics_14916.jpg,sports ball,0.2573455274105072,"[378.6437072753906, 270.2564697265625, 423.36724853515625, 294.266357421875]"
@lobelia4cosmetics_13738.jpg,bottle,0.4286297857761383,"[456.9053649902344, 198.55873107910156, 682.0927124023438, 743.703369140625]"
@lobelia4cosmetics_13738.jpg,bottle,0.3353300392627716,"[178.53965759277344, 239.64749145507812, 373.39361572265625, 718.3513793945312]"
@lobelia4cosmetics_13738.jpg,refrigerator,0.32869821786880493,"[31.581871032714844, 45.38933181762695, 380.21649169921875, 733.3927612304688]"
@lobelia4cosmetics_13710.jpg,cell phone,0.4441218674182892,"[697.68310546875, 888.2476196289062, 862.7877197265625, 978.2019653320312]"
@lobelia4cosmetics_13710.jpg,remote,0.3316413462162018,"[698.62744140625, 888.3297119140625, 861.5707397460938, 977.111083984375]"
@lobelia4cosmetics_14719.jpg,bottle,0.4463478922843933,"[304.0826721191406, 130.75006103515625, 699.0043334960938, 883.926513671875]"
@lobelia4cosmetics_13076.jpg,clock,0.6533535122871399,"[297.0356140136719, 174.852294921875, 875.7168579101562, 759.95263671875]"
@lobelia4cosmetics_13076.jpg,donut,0.390348881483078,"[404.6310729980469, 923.9744262695312, 492.1007995605469, 1016.3158569335938]"
@lobelia4cosmetics_13076.jpg,donut,0.3128088712692261,"[616.0308227539062, 964.3838500976562, 712.6167602539062, 1078.1728515625]"
@lobelia4cosmetics_13076.jpg,fork,0.25861459970474243,"[755.2906494140625, 796.0801391601562, 999.2449340820312, 1011.5206909179688]"
@lobelia4cosmetics_14692.jpg,book,0.5757170915603638,"[254.1815185546875, 912.3262939453125, 782.5294189453125, 1020.05419921875]"
@lobelia4cosmetics_14692.jpg,person,0.3303629457950592,"[591.4877319335938, 481.1165466308594, 765.7172241210938, 928.6648559570312]"
@lobelia4cosmetics_14686.jpg,person,0.8619318008422852,"[649.8814086914062, 564.3292236328125, 956.7570190429688, 946.7940673828125]"
@lobelia4cosmetics_13880.jpg,person,0.5420756936073303,"[316.4879150390625, 259.2276611328125, 515.9132690429688, 582.3380737304688]"
@lobelia4cosmetics_14137.jpg,clock,0.6533535122871399,"[297.0356140136719, 174.852294921875, 875.7168579101562, 759.95263671875]"
@lobelia4cosmetics_14137.jpg,donut,0.390348881483078,"[404.6310729980469, 923.9744262695312, 492.1007995605469, 1016.3158569335938]"
@lobelia4cosmetics_14137.jpg,donut,0.3128088712692261,"[616.0308227539062, 964.3838500976562, 712.6167602539062, 1078.1728515625]"
@lobelia4cosmetics_14137.jpg,fork,0.25861459970474243,"[755.2906494140625, 796.0801391601562, 999.2449340820312, 1011.5206909179688]"
@lobelia4cosmetics_14651.jpg,bowl,0.7577474117279053,"[209.42308044433594, 771.2479858398438, 643.9069213867188, 1041.5338134765625]"
@lobelia4cosmetics_14651.jpg,banana,0.3263435959815979,"[285.33917236328125, 1042.329833984375, 391.35614013671875, 1141.184326171875]"
@lobelia4cosmetics_13116.jpg,bottle,0.4286297857761383,"[456.9053649902344, 198.55873107910156, 682.0927124023438, 743.703369140625]"
@lobelia4cosmetics_13116.jpg,bottle,0.3353300392627716,"[178.53965759277344, 239.64749145507812, 373.39361572265625, 718.3513793945312]"
@lobelia4cosmetics_13116.jpg,refrigerator,0.32869821786880493,"[31.581871032714844, 45.38933181762695, 380.21649169921875, 733.3927612304688]"
@lobelia4cosmetics_14679.jpg,bottle,0.4215274751186371,"[565.431884765625, 156.8905029296875, 929.4454345703125, 1261.6090087890625]"
@lobelia4cosmetics_13499.jpg,frisbee,0.4878710210323334,"[857.53271484375, 487.2852783203125, 976.520751953125, 544.933837890625]"
@lobelia4cosmetics_12977.jpg,person,0.5710251331329346,"[114.70333862304688, 82.6961898803711, 168.25625610351562, 145.86692810058594]"
@lobelia4cosmetics_12977.jpg,banana,0.2561320960521698,"[215.512939453125, 208.82997131347656, 351.7248229980469, 379.5661315917969]"
@lobelia4cosmetics_14321.jpg,banana,0.32150697708129883,"[833.8380737304688, 428.3164978027344, 923.3379516601562, 526.94189453125]"
@lobelia4cosmetics_14321.jpg,donut,0.2686566114425659,"[504.53411865234375, 675.7697143554688, 586.3819580078125, 745.4719848632812]"
@lobelia4cosmetics_15003.jpg,bottle,0.6814846396446228,"[316.7446594238281, 196.21572875976562, 709.3272705078125, 922.7664184570312]"
@lobelia4cosmetics_15016.jpg,person,0.8123046159744263,"[432.0409240722656, 91.65587615966797, 600.2118530273438, 359.85577392578125]"
@lobelia4cosmetics_14320.jpg,clock,0.6533535122871399,"[297.0356140136719, 174.852294921875, 875.7168579101562, 759.95263671875]"
@lobelia4cosmetics_14320.jpg,donut,0.390348881483078,"[404.6310729980469, 923.9744262695312, 492.1007995605469, 1016.3158569335938]"
@lobelia4cosmetics_14320.jpg,donut,0.3128088712692261,"[616.0308227539062, 964.3838500976562, 712.6167602539062, 1078.1728515625]"
@lobelia4cosmetics_14320.jpg,fork,0.25861459970474243,"[755.2906494140625, 796.0801391601562, 999.2449340820312, 1011.5206909179688]"
@lobelia4cosmetics_12976.jpg,bottle,0.434455543756485,"[160.30099487304688, 0.0, 351.0075988769531, 496.128173828125]"
@lobelia4cosmetics_13103.jpg,orange,0.3776915967464447,"[708.81640625, 438.49896240234375, 836.3057861328125, 518.2467041015625]"
@lobelia4cosmetics_13103.jpg,orange,0.37717509269714355,"[288.88043212890625, 315.7072448730469, 462.0196838378906, 399.25372314453125]"
@lobelia4cosmetics_13103.jpg,orange,0.3382394313812256,"[163.5171661376953, 337.1051330566406, 335.8289794921875, 406.6592102050781]"
@lobelia4cosmetics_13103.jpg,orange,0.2558870017528534,"[806.214599609375, 404.1974792480469, 983.961181640625, 505.0699768066406]"
@lobelia4cosmetics_14644.jpg,pizza,0.44338956475257874,"[171.3677520751953, 570.696044921875, 397.2658386230469, 685.4251098632812]"
@lobelia4cosmetics_14122.jpg,cell phone,0.2977391183376312,"[148.48670959472656, 75.07361602783203, 298.92144775390625, 407.2644958496094]"
@lobelia4cosmetics_14863.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_14863.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_14863.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_14863.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_13842.jpg,bottle,0.38727235794067383,"[374.2535095214844, 34.75919723510742, 828.7389526367188, 1145.67919921875]"
@lobelia4cosmetics_14693.jpg,bottle,0.4463478922843933,"[304.0826721191406, 130.75006103515625, 699.0043334960938, 883.926513671875]"
@lobelia4cosmetics_13077.jpg,banana,0.32150697708129883,"[833.8380737304688, 428.3164978027344, 923.3379516601562, 526.94189453125]"
@lobelia4cosmetics_13077.jpg,donut,0.2686566114425659,"[504.53411865234375, 675.7697143554688, 586.3819580078125, 745.4719848632812]"
@lobelia4cosmetics_14718.jpg,book,0.4065698981285095,"[675.3757934570312, 31.380950927734375, 1232.2529296875, 1813.5947265625]"
@lobelia4cosmetics_14056.jpg,sports ball,0.2573455274105072,"[378.6437072753906, 270.2564697265625, 423.36724853515625, 294.266357421875]"
@lobelia4cosmetics_13739.jpg,bottle,0.33295828104019165,"[320.58154296875, 224.79537963867188, 637.5279541015625, 1200.78125]"
@lobelia4cosmetics_14042.jpg,knife,0.4199000298976898,"[530.6640625, 818.4530639648438, 946.6966552734375, 1087.866943359375]"
@lobelia4cosmetics_14724.jpg,orange,0.5362411141395569,"[344.34039306640625, 112.86304473876953, 384.46649169921875, 147.57437133789062]"
@lobelia4cosmetics_14724.jpg,orange,0.3508942127227783,"[206.48939514160156, 111.92366027832031, 259.6702575683594, 146.5347442626953]"
@lobelia4cosmetics_14724.jpg,apple,0.30767616629600525,"[159.52122497558594, 117.94882202148438, 206.6719970703125, 148.37281799316406]"
@lobelia4cosmetics_14724.jpg,apple,0.2706155478954315,"[304.47808837890625, 114.44276428222656, 349.1792297363281, 148.83132934570312]"
@lobelia4cosmetics_14095.jpg,banana,0.32150697708129883,"[833.8380737304688, 428.3164978027344, 923.3379516601562, 526.94189453125]"
@lobelia4cosmetics_14095.jpg,donut,0.2686566114425659,"[504.53411865234375, 675.7697143554688, 586.3819580078125, 745.4719848632812]"
@lobelia4cosmetics_13922.jpg,bottle,0.33295828104019165,"[320.58154296875, 224.79537963867188, 637.5279541015625, 1200.78125]"
@lobelia4cosmetics_13507.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_13507.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_15176.jpg,bottle,0.4463478922843933,"[304.0826721191406, 130.75006103515625, 699.0043334960938, 883.926513671875]"
@lobelia4cosmetics_13261.jpg,parking meter,0.4201996624469757,"[296.75079345703125, 132.00601196289062, 968.4052124023438, 1143.9366455078125]"
@lobelia4cosmetics_13261.jpg,cup,0.2799404561519623,"[297.3465881347656, 130.160888671875, 971.87060546875, 1168.9456787109375]"
@lobelia4cosmetics_13513.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_13513.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_13513.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_13513.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_14532.jpg,knife,0.4199000298976898,"[530.6640625, 818.4530639648438, 946.6966552734375, 1087.866943359375]"
@CheMed123_48.jpg,clock,0.3165604770183563,"[702.061279296875, 777.9507446289062, 1075.5374755859375, 1080.0]"
@lobelia4cosmetics_14297.jpg,bottle,0.4690241515636444,"[343.38946533203125, 182.6435089111328, 402.03912353515625, 476.7351989746094]"
@lobelia4cosmetics_14295.jpg,bottle,0.41045230627059937,"[143.24618530273438, 27.125091552734375, 406.1999206542969, 782.4176635742188]"
@CheMed123_76.jpg,person,0.6428189873695374,"[117.06097412109375, 231.4019775390625, 571.779541015625, 1260.4273681640625]"
@CheMed123_76.jpg,mouse,0.33438464999198914,"[565.13232421875, 1199.6005859375, 640.591552734375, 1273.58740234375]"
@lobelia4cosmetics_14530.jpg,orange,0.6510667204856873,"[139.89724731445312, 684.3833618164062, 274.71856689453125, 804.1173706054688]"
@lobelia4cosmetics_14530.jpg,apple,0.593479573726654,"[655.1359252929688, 846.80224609375, 794.0830688476562, 986.809326171875]"
@lobelia4cosmetics_14530.jpg,orange,0.5459616780281067,"[462.3945007324219, 858.9532470703125, 607.903564453125, 987.843994140625]"
@lobelia4cosmetics_14530.jpg,orange,0.508990466594696,"[862.9049072265625, 685.5618286132812, 956.835693359375, 800.8842163085938]"
@lobelia4cosmetics_14530.jpg,apple,0.44801515340805054,"[323.6792907714844, 675.132568359375, 388.0854797363281, 795.548828125]"
@lobelia4cosmetics_14530.jpg,apple,0.4011594355106354,"[274.8013916015625, 636.3404541015625, 382.2115478515625, 774.0345458984375]"
@lobelia4cosmetics_14530.jpg,orange,0.3888538181781769,"[386.9919738769531, 777.6622924804688, 456.4537048339844, 931.2410278320312]"
@lobelia4cosmetics_14530.jpg,apple,0.3604237139225006,"[994.9389038085938, 666.4991455078125, 1142.0799560546875, 800.434326171875]"
@lobelia4cosmetics_14530.jpg,orange,0.35295912623405457,"[322.4539489746094, 679.3948974609375, 387.9994812011719, 797.897216796875]"
@lobelia4cosmetics_14530.jpg,apple,0.3177037835121155,"[385.63836669921875, 756.3065795898438, 458.4951171875, 928.0188598632812]"
@lobelia4cosmetics_14530.jpg,orange,0.2964671552181244,"[68.9229965209961, 595.95849609375, 132.8521728515625, 758.495361328125]"
@lobelia4cosmetics_13505.jpg,cell phone,0.4441218674182892,"[697.68310546875, 888.2476196289062, 862.7877197265625, 978.2019653320312]"
@lobelia4cosmetics_13505.jpg,remote,0.3316413462162018,"[698.62744140625, 888.3297119140625, 861.5707397460938, 977.111083984375]"
@lobelia4cosmetics_13511.jpg,clock,0.6533535122871399,"[297.0356140136719, 174.852294921875, 875.7168579101562, 759.95263671875]"
@lobelia4cosmetics_13511.jpg,donut,0.390348881483078,"[404.6310729980469, 923.9744262695312, 492.1007995605469, 1016.3158569335938]"
@lobelia4cosmetics_13511.jpg,donut,0.3128088712692261,"[616.0308227539062, 964.3838500976562, 712.6167602539062, 1078.1728515625]"
@lobelia4cosmetics_13511.jpg,fork,0.25861459970474243,"[755.2906494140625, 796.0801391601562, 999.2449340820312, 1011.5206909179688]"
@lobelia4cosmetics_14097.jpg,cake,0.31674498319625854,"[214.05145263671875, 777.7368774414062, 343.3994445800781, 907.9940185546875]"
@lobelia4cosmetics_14929.jpg,person,0.5310538411140442,"[549.8878173828125, 471.870361328125, 792.1337280273438, 863.4865112304688]"
@lobelia4cosmetics_14915.jpg,frisbee,0.4878710210323334,"[857.53271484375, 487.2852783203125, 976.520751953125, 544.933837890625]"
@lobelia4cosmetics_14901.jpg,pizza,0.44338956475257874,"[171.3677520751953, 570.696044921875, 397.2658386230469, 685.4251098632812]"
@lobelia4cosmetics_14040.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_14040.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_13707.jpg,sports ball,0.2573455274105072,"[378.6437072753906, 270.2564697265625, 423.36724853515625, 294.266357421875]"
@lobelia4cosmetics_14068.jpg,person,0.5310538411140442,"[549.8878173828125, 471.870361328125, 792.1337280273438, 863.4865112304688]"
@lobelia4cosmetics_14685.jpg,person,0.8925107717514038,"[432.249755859375, 421.728515625, 764.4229736328125, 903.556396484375]"
@lobelia4cosmetics_14691.jpg,bottle,0.33295828104019165,"[320.58154296875, 224.79537963867188, 637.5279541015625, 1200.78125]"
@lobelia4cosmetics_14875.jpg,bottle,0.6511077284812927,"[345.2419128417969, 63.2401008605957, 647.2596435546875, 926.1917114257812]"
@lobelia4cosmetics_13129.jpg,bowl,0.7582133412361145,"[140.74212646484375, 185.9703369140625, 275.1917419433594, 299.84765625]"
@lobelia4cosmetics_14646.jpg,cat,0.4867214560508728,"[209.65028381347656, 38.920806884765625, 288.9740295410156, 104.74197387695312]"
@lobelia4cosmetics_14646.jpg,book,0.4622369408607483,"[374.412841796875, 176.7484588623047, 426.7414855957031, 504.353515625]"
@lobelia4cosmetics_13883.jpg,cup,0.6467691659927368,"[71.7776107788086, 245.87818908691406, 149.46827697753906, 308.4471740722656]"
@lobelia4cosmetics_13115.jpg,book,0.4823322296142578,"[365.5000915527344, 378.54827880859375, 844.7155151367188, 1174.012451171875]"
@lobelia4cosmetics_14493.jpg,bowl,0.7577474117279053,"[209.42308044433594, 771.2479858398438, 643.9069213867188, 1041.5338134765625]"
@lobelia4cosmetics_14493.jpg,banana,0.3263435959815979,"[285.33917236328125, 1042.329833984375, 391.35614013671875, 1141.184326171875]"
@lobelia4cosmetics_12974.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_12974.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_12974.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_12974.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_14444.jpg,cell phone,0.4441218674182892,"[697.68310546875, 888.2476196289062, 862.7877197265625, 978.2019653320312]"
@lobelia4cosmetics_14444.jpg,remote,0.3316413462162018,"[698.62744140625, 888.3297119140625, 861.5707397460938, 977.111083984375]"
@lobelia4cosmetics_14322.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_14322.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_14322.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_14322.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_14478.jpg,cup,0.6467691659927368,"[71.7776107788086, 245.87818908691406, 149.46827697753906, 308.4471740722656]"
@lobelia4cosmetics_13471.jpg,person,0.5310538411140442,"[549.8878173828125, 471.870361328125, 792.1337280273438, 863.4865112304688]"
@lobelia4cosmetics_15015.jpg,bottle,0.6511077284812927,"[345.2419128417969, 63.2401008605957, 647.2596435546875, 926.1917114257812]"
@lobelia4cosmetics_13464.jpg,parking meter,0.39195701479911804,"[83.7342529296875, 49.30589294433594, 521.0121459960938, 531.723388671875]"
@lobelia4cosmetics_13316.jpg,vase,0.7715074419975281,"[77.91109466552734, 751.9901733398438, 216.0592041015625, 1166.207763671875]"
@lobelia4cosmetics_13316.jpg,bottle,0.3623773753643036,"[679.98046875, 412.35675048828125, 929.35546875, 995.2262573242188]"
@lobelia4cosmetics_14479.jpg,frisbee,0.4060935378074646,"[130.94973754882812, 182.73069763183594, 905.8906860351562, 786.69970703125]"
@lobelia4cosmetics_14451.jpg,clock,0.30229243636131287,"[274.69268798828125, 2.7355194091796875, 709.4801635742188, 1000.0]"
@lobelia4cosmetics_14323.jpg,cake,0.31674498319625854,"[214.05145263671875, 777.7368774414062, 343.3994445800781, 907.9940185546875]"
@lobelia4cosmetics_12975.jpg,knife,0.4199000298976898,"[530.6640625, 818.4530639648438, 946.6966552734375, 1087.866943359375]"
@lobelia4cosmetics_14492.jpg,bottle,0.48659849166870117,"[627.4671630859375, 267.3070373535156, 945.47021484375, 1206.007080078125]"
@lobelia4cosmetics_14486.jpg,person,0.8378169536590576,"[239.710205078125, 600.8672485351562, 376.7433166503906, 748.3574829101562]"
@lobelia4cosmetics_14486.jpg,person,0.7830286622047424,"[350.394775390625, 557.0367431640625, 450.9751892089844, 739.5118408203125]"
@lobelia4cosmetics_14486.jpg,person,0.6470131278038025,"[600.7886352539062, 674.330078125, 675.9204711914062, 815.2403564453125]"
@lobelia4cosmetics_14486.jpg,person,0.5852720141410828,"[429.72705078125, 549.2469482421875, 537.69677734375, 852.2767333984375]"
@lobelia4cosmetics_14486.jpg,person,0.5805137753486633,"[558.6705322265625, 704.565673828125, 631.7745361328125, 838.0421752929688]"
@lobelia4cosmetics_14486.jpg,bottle,0.5529307723045349,"[538.359375, 306.5405578613281, 790.3650512695312, 858.1946411132812]"
@lobelia4cosmetics_14486.jpg,person,0.3974963128566742,"[545.0919799804688, 674.1668701171875, 583.3484497070312, 789.676513671875]"
@lobelia4cosmetics_14486.jpg,person,0.3014281690120697,"[543.741455078125, 681.18212890625, 603.9887084960938, 830.8421630859375]"
@lobelia4cosmetics_13666.jpg,cup,0.6467691659927368,"[71.7776107788086, 245.87818908691406, 149.46827697753906, 308.4471740722656]"
@lobelia4cosmetics_13114.jpg,person,0.8619318008422852,"[649.8814086914062, 564.3292236328125, 956.7570190429688, 946.7940673828125]"
@lobelia4cosmetics_14647.jpg,cake,0.31674498319625854,"[214.05145263671875, 777.7368774414062, 343.3994445800781, 907.9940185546875]"
@lobelia4cosmetics_14690.jpg,bottle,0.48659849166870117,"[627.4671630859375, 267.3070373535156, 945.47021484375, 1206.007080078125]"
@lobelia4cosmetics_13841.jpg,cake,0.31674498319625854,"[214.05145263671875, 777.7368774414062, 343.3994445800781, 907.9940185546875]"
@lobelia4cosmetics_13855.jpg,bottle,0.7039796710014343,"[103.48158264160156, 86.27658081054688, 219.12559509277344, 282.19329833984375]"
@lobelia4cosmetics_13855.jpg,bottle,0.6429867744445801,"[236.60765075683594, 132.26878356933594, 274.6091003417969, 263.38653564453125]"
@lobelia4cosmetics_13855.jpg,bottle,0.5827041268348694,"[208.69232177734375, 117.73875427246094, 249.56918334960938, 273.389404296875]"
@lobelia4cosmetics_13855.jpg,bottle,0.5201702117919922,"[262.9370422363281, 143.52969360351562, 302.1852722167969, 257.1150817871094]"
@lobelia4cosmetics_13855.jpg,toilet,0.4739455580711365,"[22.772939682006836, 149.85140991210938, 57.97296905517578, 257.2084655761719]"
@lobelia4cosmetics_13855.jpg,toilet,0.35060256719589233,"[35.41151428222656, 143.1838836669922, 80.00347900390625, 262.056884765625]"
@lobelia4cosmetics_13855.jpg,suitcase,0.2742759585380554,"[73.6666488647461, 110.27613067626953, 107.55977630615234, 268.1214294433594]"
@lobelia4cosmetics_13074.jpg,cup,0.6467691659927368,"[71.7776107788086, 245.87818908691406, 149.46827697753906, 308.4471740722656]"
@lobelia4cosmetics_13706.jpg,frisbee,0.4878710210323334,"[857.53271484375, 487.2852783203125, 976.520751953125, 544.933837890625]"
@lobelia4cosmetics_13060.jpg,person,0.5420756936073303,"[316.4879150390625, 259.2276611328125, 515.9132690429688, 582.3380737304688]"
@lobelia4cosmetics_14041.jpg,cake,0.31674498319625854,"[214.05145263671875, 777.7368774414062, 343.3994445800781, 907.9940185546875]"
@lobelia4cosmetics_14055.jpg,frisbee,0.4878710210323334,"[857.53271484375, 487.2852783203125, 976.520751953125, 544.933837890625]"
@lobelia4cosmetics_14096.jpg,bowl,0.40280240774154663,"[253.95458984375, 577.3956909179688, 773.6153564453125, 992.0396728515625]"
@lobelia4cosmetics_14096.jpg,banana,0.39498811960220337,"[411.2414855957031, 714.8622436523438, 610.66650390625, 812.7927856445312]"
@lobelia4cosmetics_14096.jpg,person,0.34736061096191406,"[299.2619323730469, 28.59320640563965, 712.929443359375, 520.6615600585938]"
@lobelia4cosmetics_14096.jpg,banana,0.29059505462646484,"[592.5950927734375, 791.9216918945312, 635.6781616210938, 824.54833984375]"
@lobelia4cosmetics_13921.jpg,person,0.8378169536590576,"[239.710205078125, 600.8672485351562, 376.7433166503906, 748.3574829101562]"
@lobelia4cosmetics_13921.jpg,person,0.7830286622047424,"[350.394775390625, 557.0367431640625, 450.9751892089844, 739.5118408203125]"
@lobelia4cosmetics_13921.jpg,person,0.6470131278038025,"[600.7886352539062, 674.330078125, 675.9204711914062, 815.2403564453125]"
@lobelia4cosmetics_13921.jpg,person,0.5852720141410828,"[429.72705078125, 549.2469482421875, 537.69677734375, 852.2767333984375]"
@lobelia4cosmetics_13921.jpg,person,0.5805137753486633,"[558.6705322265625, 704.565673828125, 631.7745361328125, 838.0421752929688]"
@lobelia4cosmetics_13921.jpg,bottle,0.5529307723045349,"[538.359375, 306.5405578613281, 790.3650512695312, 858.1946411132812]"
@lobelia4cosmetics_13921.jpg,person,0.3974963128566742,"[545.0919799804688, 674.1668701171875, 583.3484497070312, 789.676513671875]"
@lobelia4cosmetics_13921.jpg,person,0.3014281690120697,"[543.741455078125, 681.18212890625, 603.9887084960938, 830.8421630859375]"
@lobelia4cosmetics_13504.jpg,cell phone,0.32223397493362427,"[697.5551147460938, 891.007080078125, 864.2789916992188, 980.3873291015625]"
